tf	score	n_a	n_b	n_shared	expected	replication_raw	replication
TBP	150	21031	19190	15452	3679.9935260326433	0.7699679886429841	0.7589942978893003
SMC3	150	14068	15056	9688	1931.319485729917	0.6660597516782762	0.6391105463433698
TET2	150	14312	15786	8846	2060.0823561593875	0.5892263379180609	0.5538657572720533
ATF4	150	12580	14275	9968	1637.453268897602	0.7453262761061257	0.7612987118825074
STAT1	150	21659	30005	17366	5925.761785356068	0.6902808040388546	0.7271381808733927
SMAD4	150	14643	14108	10741	1883.6823561593872	0.7474328170267119	0.7245654033134105
BACH1	150	2504	4675	1256	106.74022066198596	0.38513027284686746	0.47940560686976275
BRD7	150	8169	10141	4336	755.3736573356433	0.479179183743034	0.48297906815971636
ETV5	150	5754	9878	4330	518.2639919759278	0.5954339148948419	0.7280229565016959
KDM2B	150	20863	23560	16236	4481.921035834777	0.733676970310068	0.7175399733972413
ZBTB33	150	9881	6343	5170	571.4888574815355	0.6691490633541509	0.7967603334664709
FOXO1	150	13524	7066	5200	871.3466216832315	0.5602100548066973	0.6987724920119687
E2F3	150	7816	547	473	38.983787726816814	0.4626167623157111	0.8543353573916912
HMG20B	150	1052	1971	660	18.906647214370384	0.4811159146020337	0.6205570397457185
ZBTB7A	150	23936	19877	16276	4338.249949849549	0.7494078934713192	0.7682567781592488
ZNF740	150	1621	2103	1006	31.083824199872343	0.5494844033214793	0.613187154542597
NCOA2	150	529	608	396	2.9327254490744963	0.6999490100487513	0.74718062416345
REST	150	18105	18411	13006	3039.4014315674294	0.7123952995032823	0.6615468030135824
SMARCE1	150	1240	4060	231	45.90498769034376	0.12159343715239154	0.155008613553824
SUZ12	150	16538	19536	13019	2945.9867602808426	0.7268140233016578	0.7410979567238333
ETS1	150	16877	24185	14444	3721.8040029178446	0.7265344978784527	0.8150540668083057
ZSCAN29	150	2638	1158	849	27.854508981489925	0.5274976725184333	0.7265838757437125
ETV4	150	4960	2293	2042	103.70456825020516	0.6511149817818607	0.8853512429798531
MCM2	150	3021	7996	1851	220.260016412875	0.42210088410640273	0.5822532591899193
MBD3	150	2828	20966	2109	540.6387161484454	0.42317407613943825	0.6856639984789296
BCL6	150	16577	12843	9694	1941.263891675025	0.6697971080676596	0.7111469247916115
TFAP4	150	14975	20597	13736	2812.437995805599	0.7920776701925001	0.8981300157341261
SFPQ	150	13470	458	383	56.252940640102125	0.4323390487675994	0.8133153728131894
HEY1	150	14880	12892	9553	1749.1835506519558	0.6915024300307935	0.7003450595118291
SATB1	150	1410	118	89	1.5170967447797938	0.4086789277557399	0.7510364251785563
BMI1	150	16811	12009	9411	1840.8251937631076	0.6717371405744663	0.744496918128664
ZNF264	150	1229	1374	730	15.397519832223944	0.562637166108231	0.5888274718003089
ASH2L	150	4010	10809	2962	395.2228503692897	0.5063421333796603	0.7100789463308783
ARNT	150	9188	17223	7550	1442.9189751071397	0.6300456436757491	0.7885109278088335
KLF5	150	14513	13172	10393	1743.0950670192397	0.7525693766831121	0.7568445956724559
KLF4	150	17717	8637	6525	1395.2925047870885	0.5618804960699405	0.7083560746693891
ZNF501	150	4183	10764	2868	410.5572353423908	0.47603801126340595	0.6514194960571256
GTF2F1	150	11618	8611	6308	912.2148080605452	0.6377509908329251	0.700861896704013
ZNF83	150	3545	2133	842	68.94761557399471	0.31613340501237525	0.3745313783017113
ZNF414	150	3809	3258	2016	113.15511990517005	0.5740286526966518	0.6050679612653745
CXXC5	150	12643	3304	3115	380.8924227227136	0.5945890034949333	0.9353427833210152
SKIL	150	4321	739	578	29.11661347679402	0.45795167822814536	0.7732021863639755
ONECUT1	150	3048	3075	2412	85.4618400656515	0.7878644132898023	0.7853192209972768
CEBPD	150	8996	3704	3269	303.8313485912282	0.6229715606744346	0.8720651695262913
REL	150	7691	2978	2139	208.8428740767758	0.49819228671157506	0.6970197204969792
CREB1	150	21625	26562	19652	5237.560408498222	0.8243084662212479	0.8796029124023035
ETV6	150	19916	21430	17581	3891.67393088356	0.8515747778560763	0.8542840435267834
NR3C1	150	24732	24516	20003	5528.674313850643	0.8123531838400161	0.762315131967632
PGR	150	18661	18520	13150	3151.2876812254945	0.7073607012141028	0.6505888139086332
NONO	150	13298	10638	9524	1289.907212546731	0.8057394961849126	0.8808313069490306
KDM6A	150	16634	13853	11178	2101.128859305188	0.7394490733057466	0.7723766736399184
CEBPG	150	3676	4850	3039	162.56587945655147	0.7266558787566045	0.8186959031690992
SMARCA2	150	6199	1014	580	57.31545545728093	0.33277779421698417	0.5463499410796424
SPI1	150	28795	19363	18126	5083.957189751071	0.7827997784300612	0.9133695432923465
GATAD1	150	9959	3703	2981	336.26494939363545	0.5521750980261307	0.7855489103991226
MAFK	150	3599	2906	2045	95.36513175891311	0.6359649206679152	0.6936635171900436
JUNB	150	5742	5665	3580	296.60280842527584	0.6277133572078333	0.6116159208055166
MYBL2	150	8136	7178	4874	532.5085073402024	0.6390425527251546	0.6532987812045419
CXXC1	150	12369	9574	4704	1079.792158293061	0.43581814499725663	0.4266681377764171
PRDM10	150	3051	16246	2844	451.9608461748883	0.5536059341314604	0.9203551821466984
TP53	150	14979	16611	9615	2268.7714871888393	0.6103659806770838	0.5779776898115242
POU2F2	150	12482	11563	8567	1316.0332451901158	0.7136230162612922	0.7076207943591024
EPAS1	150	3494	8881	2701	282.9416795842072	0.5385859568999427	0.7530409226895274
MED12	150	15606	20151	13990	2867.4797665724445	0.7953542163814298	0.8731406811476106
KLF9	150	5461	7006	2918	348.8626424728732	0.47541725686456104	0.5025564021170756
ZSCAN4	150	1092	1126	882	11.211744323880733	0.7954980188550349	0.805697370509797
RARA	150	3412	16073	2602	500.05540257135044	0.46224448623145176	0.7218353670893125
TRIM28	150	10468	24819	8725	2368.973210540713	0.5925188679374552	0.7847889573265175
MAFB	150	11206	11255	8554	1150.0276283395642	0.761679418582718	0.7362761250743072
LCOR	150	6116	2565	2262	143.0431293881645	0.6258604599573929	0.8748945517252518
SMARCC1	150	19764	17594	12830	3170.6739855931432	0.6891929807536594	0.6697017043612936
ZIC2	150	10810	6704	5751	660.8027719522203	0.6949267313037738	0.842302019272692
NCOA1	150	4616	4896	2615	206.0721801768943	0.5503086380421609	0.5462510767171093
TCF3	150	9411	14735	3723	1264.4395459104587	0.3241323091976961	0.30179122440015205
TCF21	150	4377	4130	3949	164.83094738761739	0.9291952319548421	0.9543525137015908
IRF9	150	8831	1396	1120	112.41065013221483	0.46455910881795337	0.7849779604135628
TCF12	150	14563	14320	7002	1901.5424455183734	0.48488700318439204	0.41071586645162317
SIX2	150	2442	1086	752	24.181745235707123	0.5001968316885443	0.6854452270891285
NFYB	150	7331	8556	6569	571.93431202699	0.8319115737386542	0.8872625248551893
SP2	150	7400	13379	5748	902.7500683869791	0.6031926395339207	0.7457385790314102
GATAD2B	150	4032	4774	1883	175.51534603811433	0.4307210206907788	0.4427567609293438
RUVBL2	150	18173	18563	14683	3076.0043676483997	0.7994694600829579	0.7688281771426613
POLR3C	150	208	175	152	0.3319048053250661	0.7996703296703296	0.8683216876306716
NR2F2	150	5866	12755	4308	682.2360718519194	0.5360757692744119	0.699446189757989
ZNF384	150	11395	8129	4147	844.6243731193581	0.43704019936099503	0.453350540394195
ZMYM3	150	6772	5056	3175	312.2023525120817	0.5484045319708106	0.6034822435994747
IRF4	150	11721	9725	6445	1039.3610376584297	0.6062963472281531	0.6223651461658566
USF2	150	10046	5380	4905	492.8191848272089	0.6999820343150134	0.9028069519086934
NR4A1	150	2818	590	346	15.160207896416523	0.35461139647063067	0.5755339081396921
HDAC3	150	2511	2518	1120	57.65202881371387	0.4454174467924927	0.43301968724501844
KDM2A	150	16648	0	0	0.0	0.0	0.0
SOX13	150	8375	179	163	13.669417342937905	0.4650386058534145	0.9032241963775808
ARID1A	150	13404	14682	9661	1794.451791738853	0.6893858087485734	0.6775929663364033
MTOR	150	6388	6766	4674	394.1023798668733	0.7112456921611261	0.7140424964479237
SOX2	150	5454	2563	1755	127.4605817452357	0.5032633091635343	0.6682459770743563
PKNOX1	150	6161	8559	5682	480.8242819367193	0.7930577408984628	0.9156716228906875
TLX3	150	2829	4646	2459	119.8462113613568	0.6992421140311273	0.8634259887527737
TP53BP1	150	15719	13499	8673	1934.8115346038114	0.5971223462342599	0.5826771576370482
FOXK2	150	5180	4690	3370	221.52092641561046	0.6845646285944793	0.7045974752789516
FOXF1	150	457	593	331	2.4710586304367648	0.6412337961852539	0.7227899292389539
KLF6	150	3291	2093	431	62.80717607367557	0.16844387166609828	0.18135854860044864
ZSCAN20	150	1651	1144	857	17.222066198595787	0.6341026099884368	0.7452914266507245
ZNF660	150	2795	77	32	1.9623871614844535	0.21351671584229726	0.40030075187969927
TAL1	150	11492	12668	5500	1327.4428376037204	0.4563793145704742	0.41050063428563627
RELA	150	25415	29503	21836	6837.045180997538	0.7996528867786574	0.8073523143495204
CHD6	150	11712	3092	2622	330.2042855840248	0.5359338880877145	0.8298208670732952
SOX10	150	4379	6643	2539	265.24753350961976	0.48100978844846687	0.5527198063111018
ZNF341	150	7657	683	626	47.686067292787456	0.49914995627882197	0.9102805761600247
CHD8	150	12212	16192	8883	1803.015446339017	0.6380017642045859	0.6801801383373995
SMARCC2	150	9554	3186	2468	277.55123552475607	0.5164800839343049	0.7531330072683797
NR1D1	150	2379	5762	1433	124.99131941278381	0.4255261494223945	0.5803033022243963
ZNF547	150	5048	2943	2098	135.46333546092825	0.564244079130527	0.6990244114447822
SAP30	150	12364	10844	8350	1222.5331995987965	0.7226794249580026	0.7407879638584833
ATF1	150	11887	14734	10336	1597.000620041944	0.78551402248555	0.8492711279438073
ZNF362	150	1360	3964	973	49.156925321418804	0.4804501543301478	0.7047701532886441
ZBTB8A	150	6886	6890	5051	432.6118355065196	0.733304359152813	0.7156532424167256
SREBF2	150	20147	5062	4533	929.9180632807513	0.5602460644017557	0.8719773692532317
NR2F6	150	2094	6320	1348	120.67183368286678	0.4285175849020106	0.6219584695878149
HNF1B	150	12070	5554	4094	611.2590498769034	0.538157232492372	0.7046173338370809
SIX4	150	1399	3048	1335	38.88166317133218	0.6961225819342275	0.9529452708142836
ZBTB11	150	4341	9632	4022	381.2575180085712	0.6720405365743154	0.9194392055920846
HES2	150	254	173	155	0.4006747515273092	0.7530949888489373	0.895712222663169
NR2F1	150	9807	3543	3217	316.82502963435763	0.6180092897062329	0.8989515438578174
MECOM	150	25032	20053	17970	4577.064794383149	0.8070031901080545	0.8654039337639515
ZNF580	150	6161	2702	1509	151.7919394547278	0.40170148750929746	0.5321950320614551
TBL1XR1	150	2691	2450	1063	60.1162578645026	0.41444899475955377	0.41963704110533995
MEIS1	150	4346	15555	3174	616.4131485365186	0.46718844093882983	0.6857560779044173
GATA4	150	11103	5248	3454	531.3079602443695	0.4846212906915951	0.6196486891917272
KLF1	150	13137	18504	9249	2216.531850095742	0.601939945809042	0.6439713072159744
NFATC1	150	7062	1365	579	87.89669007021064	0.25308196476420775	0.38454470058243645
PDS5B	150	1029	1543	831	14.47749612473785	0.6730707096281712	0.8048342947113724
HHEX	150	10807	9001	7241	886.968241086897	0.737247427768505	0.7830918029046812
ZNF711	150	9660	3991	2970	351.53697456004375	0.5258139042659649	0.7194641097153126
SMAD5	150	11096	6706	5730	678.4879730099389	0.6854305004224176	0.8380758104455609
FOXA2	150	19276	25101	14621	4411.84349411872	0.6704973713625879	0.6868305310053643
BATF3	150	3039	501	493	13.88291237348409	0.573128176027018	0.9835768438364991
NBN	150	3671	3787	2536	126.76280660162305	0.6802396505212854	0.6797618392713412
AGO2	150	9816	109	45	9.756031731558311	0.20871419438774366	0.35512453686970136
MAFG	150	969	1095	798	9.674979483906265	0.7761482675261886	0.821749671547182
KMT2C	150	10313	9145	7651	859.9652138232881	0.7892556104906052	0.8196748669670422
GTF3C2	150	3209	606	465	17.731868332269535	0.45611584374392566	0.760313380226348
KLF10	150	3924	7732	2699	276.6514817178809	0.5184436787319125	0.6641395814357307
ZBTB1	150	119	290	85	0.3146712865870338	0.5036945812807881	0.7135281978946268
ELF3	150	9182	10339	7071	865.6213914470685	0.7270044668908493	0.7461635527477123
BAP1	150	2284	10341	2162	215.36285219294246	0.5778278140962361	0.941023973136453
MTA2	150	6056	7336	3899	405.09543174979484	0.58765642804562	0.618291200293989
ESRRG	150	2196	728	528	14.577259049876904	0.48285594187233527	0.7196613052540998
GATA2	150	16055	7596	5000	1112.006747515273	0.48483532039761296	0.5996294414703179
TBX2	150	11325	5189	4309	535.8386523205982	0.6054480674648401	0.8108812623832895
XRCC6	150	1784	5933	1338	96.51200875353332	0.48775914377212204	0.7357018228790113
MXD1	150	6419	6555	4058	383.6650405762743	0.6256275556845269	0.6088038168762324
PAX8	150	2186	4988	1428	99.42343393817816	0.4697675152295977	0.6367255281551256
PRMT1	150	2518	1556	1127	35.72543083796845	0.5859352507702894	0.7178141312746796
RYBP	150	4322	92	72	3.6256405580377495	0.39963382492002497	0.7736900145439298
OGT	150	12229	1456	1385	162.35455457280935	0.5322458201500846	0.9451163375166105
SAFB2	150	2540	9	2	0.20844351235524755	0.11150481189851268	0.20378149081593494
HIC1	150	2530	4619	2189	106.55667001003009	0.6695647467454842	0.8592911186409251
BCLAF1	150	1580	6386	1310	92.00218838333181	0.5171250797829112	0.8185481202377223
CEBPA	150	14171	12640	10323	1633.276556943558	0.7725762840003966	0.7894923033192341
CTCFL	150	8534	18303	7601	1424.2527765113523	0.6529798575526691	0.8687717058466404
ZNF331	150	6799	9946	6187	616.603027263609	0.7660229410015732	0.9010092682985508
HIF1A	150	8124	24090	7343	1784.5095285857574	0.6043401835681433	0.8768039791964904
PBX1	150	8279	11125	5512	839.8274368560226	0.5806207827846548	0.628050031570904
YY2	150	1801	2645	1172	43.4361721528221	0.5469248863003016	0.6421182604955772
ZNF687	150	15735	15659	11220	2246.688839245008	0.7147904539131811	0.6690354147919929
ZSCAN30	150	730	1844	350	12.274277377587307	0.3346284135143969	0.4705498381588399
PHF6	150	4289	7939	2978	310.48026807695817	0.53472227953111	0.6704804579751776
SMAD2	150	8927	11744	4852	955.9468222850369	0.4783333992123213	0.48877520835105415
CHD1	150	8587	2141	1573	167.63715692532142	0.45894364611746236	0.7121664664998939
DNMT3A	150	270	3238	199	7.971733381964074	0.3992473634845469	0.729036867218993
NFKB1	150	2575	6950	2327	163.18273000820645	0.6192547321366207	0.8971729728094849
ZNF34	150	430	174	150	0.6822285036928969	0.6054530874097834	0.8615260293690576
ISL1	150	2129	3423	575	66.44995896781253	0.2190305763226602	0.2465637346561965
ELF4	150	4816	4050	2817	177.8499133764931	0.6402404023624955	0.6815722602645371
KLF17	150	2585	4569	1901	107.69458375125376	0.5757306513959816	0.7238935516333125
SPDEF	150	1683	1131	850	17.356369107321967	0.6282989041609731	0.7476751159841366
ASXL1	150	10990	12843	7430	1286.9934348500046	0.6272972102291998	0.6331034122159261
GFI1	150	5116	2755	1891	128.51809975380687	0.5280065457785901	0.6710428501643156
ZNF350	150	7700	2851	2246	200.1705115346038	0.5397410341324758	0.7717695526503883
AGO1	150	4276	1250	1094	48.73712045226589	0.5655232927970065	0.8701366681215249
ZNF10	150	1058	548	423	5.286623506884289	0.585854387151077	0.7696758447198775
TFDP1	150	2502	15047	2402	343.28069663536064	0.5598325619427367	0.9536762376450995
SAMD1	150	346	28	24	0.08833774049420991	0.463253509496284	0.8566907279541285
CDT1	150	412	3142	229	11.803629069025257	0.3143543782019986	0.5427244890444958
NANOG	150	15110	18277	12113	2518.149630710313	0.7322000302934324	0.7619889125025345
PIAS1	150	3870	2784	2327	98.24090453177715	0.718569845406754	0.8298432645090498
ADNP	150	292	1858	215	4.946986413786815	0.4260085966645531	0.7317568659599739
CLOCK	150	1351	3178	685	39.14906537795204	0.361288097901049	0.4923203677924896
HINFP	150	3901	1372	1224	48.802516640831584	0.6029469904928317	0.8881497268085213
OTX2	150	5682	7801	4282	404.1696179447433	0.6512559356080352	0.7347394859902978
ZFP3	150	2991	687	420	18.736363636363638	0.37588748779088355	0.6004570868873199
ZNF7	150	2089	4050	1405	77.14461566517735	0.5097420940966497	0.660015324498013
ZNF548	150	2318	0	0	0.0	0.0	0.0
TFE3	150	6545	9705	4120	579.1850551654965	0.5270058002124554	0.59351739495378
CUX1	150	2903	2647	2419	70.06693717516185	0.8735703370053074	0.9115227309202724
SALL4	150	965	4	2	0.035196498586669095	0.2510362694300518	0.49556138172117203
LEF1	150	4690	2514	1516	107.5103492295067	0.4631320044849058	0.5852880565347673
VEZF1	150	149	13217	27	17.956897966627153	0.09162543866375061	0.06900860780195689
EHMT2	150	1645	12686	1260	190.2842162852193	0.4326397670744429	0.7353434916222198
PRDM1	150	2441	2990	1817	66.55046959058996	0.6760296851857688	0.7372022475068536
BRCA1	150	8904	8429	5538	684.3422631530957	0.63949254738886	0.6267104243683443
ZBTB12	150	3000	739	537	20.21519102762834	0.4528288227334235	0.7189701319803986
TAF7	150	1184	6730	992	72.6572444606547	0.4926187703305088	0.8272360178324818
RAD51	150	2626	2639	2040	63.18969636181271	0.7749334994128438	0.7713447619716101
XBP1	150	6134	4702	3649	262.9895869426461	0.6854668673550038	0.7627849673651138
MYOG	150	524	0	0	0.0	0.0	0.0
PCBP1	150	5142	603	575	28.272326069116442	0.5326948493626771	0.9512812741232863
TARDBP	150	5620	3909	2740	200.3153095650588	0.5942455088130412	0.6847939100848975
FOSL1	150	7967	7686	4561	558.3510713960062	0.5829515542270205	0.5615665093353502
PROX1	150	1434	3824	522	50.001057718610376	0.2502615062761506	0.3410399588191481
HAND1	150	4750	9096	3718	393.9637093097474	0.595743970744804	0.7630873732145904
POU5F1	150	4918	7891	3535	353.8610194219021	0.5833834175884325	0.6969855637864848
TWIST1	150	8301	14886	6695	1126.7318865687973	0.6281403890626465	0.7761444129759592
BANF1	150	2115	1211	849	23.354290143156742	0.5512459663486597	0.6951952951999171
MEF2A	150	2869	103	92	2.6945108051427007	0.46263540288385724	0.8903350146806923
ZBTB21	150	2522	3354	2264	77.12946111060454	0.7863575727397354	0.8944729400202929
DOT1L	150	8887	7710	4880	624.7722257682137	0.591030457785509	0.600577413997556
NFKB2	150	13338	2501	2003	304.17012856752075	0.4755260438934338	0.7733097102893676
NFYA	150	8055	10999	7703	807.8503236983678	0.8283184143651906	0.9514291803367814
GRHL2	150	5138	4469	3732	209.371040393909	0.7807194077168951	0.8269802353705114
TOP2B	150	5444	3038	1641	150.8057992158293	0.4207953843526935	0.5161392331625734
TRIM24	150	5680	10730	3819	555.7253578918574	0.5141385709410236	0.63682664767664
ZFP64	150	2114	3226	1832	62.18440776876083	0.7172447609624029	0.8625607481160917
PBX3	150	2829	9182	2321	236.85491018510075	0.5366042102599958	0.8040233156716257
CREM	150	6332	13414	5464	774.482064374943	0.6351270643309179	0.8438151689199406
MTA3	150	6523	4383	2233	260.6939819458375	0.4258977753615744	0.47844725971730334
ELK4	150	2626	878	588	21.02332451901158	0.4468092857997908	0.6616010583517526
MAU2	150	2696	4707	1613	115.71142518464484	0.4704874408908003	0.5802795041723194
LYL1	150	3838	4778	3114	167.2103948208261	0.7315486059412049	0.8027672305221478
DDX20	150	1628	1743	1345	25.874022066198595	0.7989125684908818	0.8233597083514157
